year,province,subject_type,score,same_score_count,cumulative_count,same_score_count_specialist,cumulative_count_specialist,source_name,source_url,source_updated_at,status,review_notes
2026,广东,历史,142,9,294446,9,294446,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,141,15,294461,15,294461,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,140,26,294487,26,294487,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,139,17,294504,17,294504,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,138,7,294511,7,294511,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,137,6,294517,6,294517,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,136,15,294532,15,294532,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,135,15,294547,15,294547,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,134,15,294562,15,294562,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,133,7,294569,7,294569,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,132,12,294581,12,294581,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,131,13,294594,13,294594,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,130,12,294606,12,294606,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
2026,广东,历史,129,13,294619,13,294619,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4916165.html,2026-06-25,pending_review,官方 PDF 可抽取文字但含水印，需人工核验后才能进入 score_segments。
